#{"t_start": 1636538352.203374, "env_id": null}
r,l,t
-5244.695187,8759,28.008065
-3329.785607,8759,60.132933
-1392.912563,8759,90.650904
-1020.162609,8759,120.954238
-1176.350636,8759,148.578816
-1115.994407,8759,175.919109
-1092.911225,8759,206.178958
-851.544785,8759,234.413429
-691.494705,8759,263.9574
-580.468192,8759,327.83533
-957.424662,8759,357.028779
-1018.059998,8759,385.128692
-1009.640193,8759,414.115603
-906.853009,8759,443.336704
-766.739348,8759,472.488451
-853.803837,8759,501.955454
-959.827301,8759,531.981872
-883.015492,8759,562.804898
-816.879681,8759,592.362929
-759.025067,8759,656.611832
-735.204275,8759,686.223802
-694.972041,8759,716.586735
-713.89725,8759,747.079416
-701.350652,8759,777.907982
-853.827633,8759,807.505176
-861.341734,8759,837.313312
-746.773776,8759,867.861973
-873.021598,8759,897.207491
-841.836243,8759,927.344541
-902.824227,8759,993.721289
